objt,dt,temperature,metal_height,ae_num,ae_dur,avg_ae_volt,rais_num,rais_time,lowr_num,lowr_time,avg_ctrl_coeff,ctrl_man_time,ctrl_lock_time,feed_auto_dumps,feed_man_dumps,feed_man_time,feed_lock_time,avg_feed_setp,overfeed_time,underfeed_time,test_time,off_time,nominal_time,avg_fluor_setp,fluor_auto_dumps,fluor_doze_troll,feed_doze_troll,avg_raw_volt,avg_norm_volt,avg_volt_setp,avg_volt_add,avg_noise,high_noise_time,avg_back_emf,carbondust,weight_plan,pot_age,tap_ratio,pot_curr_eff_lo,weight_pot_lo,volt_pod,metal_height_calc,starve_time,num_overfeeds,num_underfeeds,num_tests,overfeed_dumps,underfeed_dumps,test_dumps,nominal_dumps,tap_time,temp_lic,temp_bath,temp_heat,temperature_goal,cr_goal,avg_raw_volt_goal,bath_height,avg_add_reset,avg_add_temp,avg_add_noise,tap_reset_int,res_cover_int,meas_tap_int,an_pull_cnt,avg_add_temperature,ae_num_1,avg_volt_bus,si_cruce,fe_cruce,violation,anod,konus
0.0,2020-02-01,958.0,16.0,0.0,,,27.0,-41.0,15.0,38.0,33.6,0.2,0.0,7267.0,0.0,0.2,0.0,1.3,3.9,4.4,0.4,0.2,15.0,375.7,14.0,0.75,7.09,3.7039999999999997,3.701,3.656,0.034,0.023,7.1,1.4509999999999998,,4200.0,30.0,,,4090.0,,16.0,,14.0,20.0,2.0,1711.0,740.0,37.0,4752.0,24.0,949.0,958.0,9.0,962.0,2.35,3.63,20.0,0.034,0.0,0.0,9.2,,2.1,0.0,0.026000000000000002,1.0,0.703583902,0.0309,0.0645,,,0
0.0,2020-02-02,954.0,16.0,0.0,,,11.0,-13.0,4.0,7.0,32.5,0.2,0.0,6521.0,0.0,0.2,0.0,1.3,4.6,7.8,1.3,0.2,10.1,24.7,60.0,0.75,7.09,3.699,3.697,3.656,0.034,0.019,3.8,1.4509999999999998,,4200.0,30.03,,,4250.0,,16.0,,10.0,16.0,3.0,1877.0,1337.0,111.0,3188.0,31.0,947.0,954.0,7.0,962.0,2.35,3.63,18.0,0.034,0.0,0.0,9.2,2.6,4.3,0.0,0.026000000000000002,,0.709651136,0.0309,0.0637,,,0
0.0,2020-02-03,947.0,15.0,0.0,,,16.0,-24.0,5.0,12.0,27.5,0.1,0.0,6492.0,0.0,0.1,0.0,1.3,6.4,8.6,1.1,0.1,7.8,124.4,70.0,0.75,7.09,3.715,3.71,3.668,0.034,0.013000000000000001,0.5,1.4509999999999998,,4200.0,30.06,,,4270.0,,15.0,,14.0,15.0,7.0,2587.0,1470.0,98.0,2337.0,29.0,939.0,947.0,8.0,962.0,2.35,3.63,18.0,0.034,0.0,0.0,7.4,2.8,3.2,0.0,0.038,,0.710669129,0.0311,0.0842,,,0
0.0,2020-02-04,952.0,14.0,0.0,,,12.0,-22.0,7.0,17.0,32.6,0.1,0.0,6382.0,0.0,,0.0,1.3,5.1,6.2,1.1,,9.9,372.4,25.0,0.75,7.09,3.714,3.708,3.6660000000000004,0.034,0.013999999999999999,3.1,1.485,,4200.0,30.1,,,4060.0,,14.0,52.0,11.0,14.0,3.0,2055.0,1028.0,96.0,3194.0,28.0,948.0,952.0,4.0,962.0,2.35,3.63,19.0,0.034,0.0,0.0,10.6,3.1,4.8,0.0,0.036000000000000004,,0.712008712,0.0315,0.0841,,,0
0.0,2020-02-05,961.0,14.0,0.0,,,10.0,-12.0,5.0,8.0,29.7,0.0,0.0,6510.0,0.0,,0.0,1.3,6.7,7.8,1.7,,7.8,14.8,97.0,0.75,7.09,3.7119999999999997,3.71,3.6630000000000003,0.034,0.008,,1.7209999999999999,,3570.0,30.13,,,3650.0,,14.0,,13.0,14.0,5.0,2628.0,1362.0,147.0,2362.0,22.0,953.0,961.0,8.0,962.0,2.35,3.63,16.0,0.034,0.0,0.0,5.9,3.1,6.1,0.0,0.033,,0.7248238640000001,0.0312,0.0811,,,0
0.0,2020-02-06,958.0,13.0,0.0,,,19.0,-33.0,8.0,22.0,29.2,0.0,0.0,7106.0,0.0,0.3,0.0,1.3,7.2,5.4,1.1,0.2,10.1,14.4,103.0,0.75,7.09,3.701,3.701,3.65,0.034,0.013999999999999999,1.4,1.625,,2560.0,30.16,,,2560.0,,13.0,,17.0,16.0,4.0,2983.0,886.0,107.0,3105.0,19.0,958.0,958.0,0.0,962.0,2.35,3.63,15.0,0.034,0.0,0.0,4.3,4.1,5.7,0.0,0.02,,0.724974432,0.0314,0.076,,,0
0.0,2020-02-07,958.0,14.0,0.0,,,16.0,-26.0,11.0,29.0,30.2,0.0,0.0,6517.0,0.0,0.2,0.0,1.3,5.7,7.4,1.8,0.2,8.9,12.3,115.0,0.75,7.09,3.7310000000000003,3.728,3.6489999999999996,0.065,0.01,0.7,1.919,,2150.0,30.19,,,2190.0,,14.0,,14.0,15.0,6.0,2290.0,1252.0,159.0,2800.0,12.0,943.0,958.0,15.0,962.0,2.35,3.63,15.0,0.065,0.0,0.0,4.1,4.6,6.4,0.0,0.019,1.0,0.735000379,0.0338,0.0723,,,0
0.0,2020-02-08,952.0,15.0,0.0,,,13.0,-17.0,9.0,19.0,33.1,0.1,0.0,6955.0,0.0,0.2,0.0,1.3,6.4,6.1,0.2,0.2,11.1,198.3,70.0,0.75,7.09,3.7089999999999996,3.705,3.656,0.035,0.016,2.5,1.8,,4150.0,30.23,,,4080.0,,15.0,,14.0,20.0,1.0,2589.0,1030.0,15.0,3311.0,28.0,948.0,952.0,4.0,962.0,2.35,3.63,17.0,0.035,0.0,0.0,2.9,9.2,5.5,0.0,0.026000000000000002,1.0,0.739597727,0.0316,0.0699,,,0
0.0,2020-02-09,944.0,15.0,0.0,,,23.0,-43.0,17.0,36.0,39.5,0.3,0.0,6512.0,0.0,0.4,0.0,1.3,2.3,5.9,0.4,0.3,15.1,161.8,34.0,0.75,7.09,3.7119999999999997,3.708,3.673,0.034,0.027999999999999997,8.1,1.6480000000000001,,4150.0,30.26,,,4200.0,,15.0,,11.0,16.0,1.0,997.0,938.0,37.0,4497.0,25.0,930.0,944.0,14.0,962.0,2.35,3.63,18.0,0.034,0.0,0.0,5.1,4.6,3.7,0.0,0.043,1.0,0.746301894,0.0315,0.0699,,,0
0.0,2020-02-10,955.0,,0.0,,,17.0,-33.0,12.0,28.0,39.7,0.3,0.0,6599.0,0.0,0.3,0.0,1.3,4.2,6.9,1.1,0.3,11.5,480.0,3.0,0.75,7.09,3.7110000000000003,3.707,3.674,0.034,0.017,2.5,1.6480000000000001,,4150.0,30.29,,,4130.0,,,,15.0,16.0,4.0,1775.0,1143.0,85.0,3552.0,28.0,950.0,955.0,5.0,962.0,2.35,3.63,17.0,0.034,0.0,0.0,9.1,3.9,1.4,0.0,0.044000000000000004,1.0,0.747783144,0.0319,0.0707,,,0
0.0,2020-02-11,956.0,16.0,0.0,,,20.0,-41.0,19.0,46.0,37.5,0.0,0.0,6901.0,0.0,0.2,0.0,1.3,5.0,6.0,0.2,0.2,12.7,57.7,45.0,0.75,7.09,3.702,3.698,3.647,0.034,0.024,3.9,1.6480000000000001,,4150.0,30.32,,,4370.0,,16.0,,15.0,16.0,1.0,2022.0,996.0,20.0,3837.0,14.0,941.0,956.0,15.0,962.0,2.35,3.63,14.0,0.034,0.0,0.0,13.0,3.9,4.1,0.0,0.017,1.0,0.7299198859999999,0.0313,0.0664,,,0
0.0,2020-02-12,948.0,17.0,0.0,,,16.0,-26.0,10.0,17.0,34.4,0.3,0.0,6299.0,0.0,,0.0,1.3,4.0,8.3,1.3,,10.4,133.7,38.0,0.75,7.09,3.7319999999999998,3.728,3.6889999999999996,0.034,0.018000000000000002,3.6,1.6480000000000001,,4100.0,30.35,,,3940.0,,17.0,,10.0,19.0,3.0,1610.0,1356.0,113.0,3220.0,28.0,942.0,948.0,6.0,962.0,2.3,3.7,14.0,0.034,0.0,0.0,14.4,2.9,3.0,0.0,0.025,1.0,0.72963125,0.0314,0.067,,,0
0.0,2020-02-13,955.0,16.0,0.0,,,6.0,-9.0,6.0,13.0,29.9,0.0,0.0,6486.0,0.0,0.3,0.0,1.3,5.2,8.2,0.6,0.3,9.8,371.8,29.0,0.75,7.09,3.782,3.778,3.734,0.034,0.008,,1.6480000000000001,,4100.0,30.39,,,4070.0,181.0,16.0,,14.0,17.0,2.0,2050.0,1373.0,48.0,2978.0,29.0,954.0,955.0,1.0,962.0,2.3,3.7,16.0,0.034,0.0,0.0,6.8,3.4,3.2,0.0,0.034,1.0,0.724431061,0.0307,0.0654,,,0
0.0,2020-02-14,943.0,16.0,0.0,,,15.0,-22.0,4.0,11.0,26.1,0.2,0.0,6700.0,0.0,,0.0,1.3,6.6,7.0,0.1,,8.9,142.1,73.0,0.75,7.09,3.7680000000000002,3.763,3.733,0.034,0.015,0.3,1.6480000000000001,,4100.0,30.42,,,4100.0,,16.0,78.0,13.0,16.0,3.0,2621.0,1170.0,20.0,2877.0,28.0,943.0,943.0,0.0,962.0,2.3,3.7,14.0,0.034,0.0,0.0,6.8,3.8,4.8,0.0,0.033,,0.728202083,0.0305,0.0626,,,0
0.0,2020-02-15,955.0,,0.0,,,9.0,-9.0,2.0,4.0,24.9,0.0,0.0,6330.0,0.0,,0.0,1.3,6.4,10.2,0.1,,7.3,372.8,30.0,0.75,7.09,3.7260000000000004,3.721,3.718,,0.006,,1.6480000000000001,,4100.0,30.45,,,4170.0,,,,13.0,14.0,1.0,2513.0,1722.0,4.0,2091.0,12.0,950.0,955.0,5.0,962.0,2.3,3.7,18.0,0.0,0.0,0.0,,,2.4,0.0,0.018000000000000002,,0.72606572,0.0308,0.0611,,,0
0.0,2020-02-16,959.0,15.0,0.0,,,7.0,-10.0,4.0,8.0,25.7,0.0,0.0,6387.0,0.0,,0.0,1.3,6.7,9.1,0.9,,7.3,12.3,115.0,0.75,7.09,3.7689999999999997,3.764,3.719,0.034,0.006,,1.6480000000000001,,4100.0,30.48,,,4220.0,,15.0,,14.0,14.0,3.0,2609.0,1511.0,78.0,2176.0,28.0,953.0,959.0,6.0,962.0,2.3,3.7,17.0,0.034,0.0,0.0,6.8,8.8,2.5,0.0,0.019,,0.7279636359999999,0.0298,0.0554,,,0
0.0,2020-02-17,953.0,15.0,0.0,,,12.0,-18.0,3.0,7.0,24.5,0.1,0.0,6451.0,0.0,,0.0,1.3,5.6,10.1,0.0,,8.2,12.3,116.0,0.75,7.09,3.773,3.7680000000000002,3.7239999999999998,0.034,0.01,0.8,1.723,,4500.0,30.52,,,4480.0,,15.0,,12.0,16.0,1.0,2211.0,1697.0,8.0,2535.0,30.0,953.0,953.0,0.0,962.0,2.3,3.7,17.0,0.034,0.0,0.0,7.5,2.9,5.6,0.0,0.024,,0.7219865529999999,0.0315,0.0612,,,0
0.0,2020-02-18,942.0,16.0,0.0,,,8.0,-12.0,4.0,8.0,32.7,0.1,0.0,6719.0,0.0,,0.0,1.3,6.8,8.8,0.0,,8.4,139.9,85.0,0.75,7.09,3.737,3.733,3.717,,0.013000000000000001,0.8,1.905,,4050.0,30.55,,,4150.0,,16.0,,16.0,15.0,0.0,2684.0,1450.0,,2585.0,28.0,929.0,942.0,13.0,962.0,2.3,3.7,19.0,0.0,0.0,0.0,,,4.1,0.0,0.017,,0.72385303,0.0295,0.0606,,,0
0.0,2020-02-19,938.0,16.0,0.0,,,8.0,-13.0,2.0,3.0,34.9,0.1,0.0,6239.0,0.0,,0.0,1.3,5.8,8.7,1.2,,8.2,480.0,3.0,0.75,7.43,3.799,3.795,3.759,0.034,0.012,0.9,1.905,,4500.0,30.58,,,4730.0,,16.0,,14.0,16.0,5.0,2267.0,1388.0,115.0,2469.0,15.5,934.0,938.0,4.0,962.0,2.3,3.7,18.0,0.034,0.0,0.0,4.8,3.9,14.6,0.0,0.059000000000000004,,0.737567235,0.0313,0.0645,,,0
0.0,2020-02-20,939.0,15.0,0.0,,,11.0,-14.0,6.0,9.0,39.1,0.2,0.0,6701.0,0.0,,0.0,1.4,6.5,6.9,0.4,,10.2,480.0,3.0,0.75,7.43,3.8110000000000004,3.8080000000000003,3.759,0.034,0.013999999999999999,1.8,1.905,,4050.0,30.61,,,4090.0,,15.0,,15.0,19.0,2.0,2570.0,1043.0,36.0,3052.0,28.0,935.0,939.0,4.0,962.0,2.3,3.7,17.0,0.034,0.0,0.0,4.6,3.8,3.5,0.0,0.059000000000000004,,0.7420335229999999,0.0327,0.0652,,,0
0.0,2020-02-21,934.0,17.0,0.0,,,10.0,-13.0,4.0,5.0,46.8,0.0,0.0,6492.0,0.0,,0.0,1.4,6.5,6.6,0.4,,10.3,480.0,3.0,0.75,7.43,3.798,3.7939999999999996,3.758,0.034,0.013000000000000001,1.6,1.905,,4050.0,30.65,,,4060.0,,17.0,14.0,14.0,15.0,2.0,2504.0,1017.0,24.0,2942.0,12.5,934.0,934.0,0.0,962.0,2.3,3.7,17.0,0.034,0.0,0.0,6.3,3.8,4.5,0.0,0.057999999999999996,,0.7414426140000001,0.0322,0.0625,,,0
0.0,2020-02-22,935.0,15.0,0.0,,,12.0,-16.0,8.0,11.0,49.0,0.4,0.0,6498.0,0.0,,0.0,1.4,6.7,6.2,0.0,,11.2,480.0,3.0,0.75,7.43,3.802,3.798,3.758,0.034,0.012,2.0,1.905,,4050.0,30.68,,,4100.0,,15.0,,14.0,16.0,0.0,2493.0,970.0,,3035.0,27.0,932.0,935.0,3.0,962.0,2.3,3.7,18.0,0.034,0.0,0.0,5.6,3.2,3.4,0.0,0.057999999999999996,,0.7479924240000001,0.0327,0.0599,,,0
0.0,2020-02-23,934.0,16.0,0.0,,,7.0,-18.0,11.0,20.0,46.7,0.7,0.0,6665.0,0.0,,0.0,1.4,6.5,5.7,0.3,,11.4,480.0,2.0,0.75,7.43,3.803,3.799,3.76,0.034,0.019,3.0,1.905,,4050.0,30.71,,,4040.0,,16.0,,15.0,16.0,2.0,2528.0,864.0,26.0,3247.0,24.0,921.0,934.0,13.0,962.0,2.3,3.7,14.0,0.034,0.0,0.0,6.3,13.8,4.2,1.0,0.06,,0.734713068,0.033,0.0661,,,0
0.0,2020-02-24,935.0,17.0,0.0,,,9.0,-13.0,2.0,2.0,40.8,0.0,0.0,6734.0,0.0,,0.0,1.4,8.4,6.3,0.2,,9.2,480.0,0.0,0.75,7.43,3.803,3.8,3.759,0.034,0.01,0.3,1.916,,4050.0,30.74,,,4150.0,,17.0,,17.0,17.0,1.0,3227.0,953.0,14.0,2540.0,30.0,930.0,935.0,5.0,962.0,2.3,3.7,16.0,0.034,0.0,0.0,5.0,8.9,3.0,0.0,0.059000000000000004,,0.7304651520000001,0.0319,0.0643,,,0
0.0,2020-02-25,931.0,18.0,0.0,,,11.0,-15.0,6.0,9.0,41.8,0.3,0.0,6512.0,0.0,,0.0,1.4,5.9,6.4,0.8,,10.9,480.0,0.0,0.75,7.43,3.7910000000000004,3.79,3.7539999999999996,0.034,0.016,3.2,1.8659999999999999,,4050.0,30.77,,,3900.0,,18.0,,14.0,17.0,4.0,2322.0,974.0,79.0,3137.0,28.0,915.0,931.0,16.0,962.0,2.3,3.7,17.0,0.034,0.0,0.0,10.2,2.9,4.1,1.0,0.054000000000000006,1.0,0.7301221590000001,0.0329,0.0678,,,0
0.0,2020-02-26,932.0,17.0,0.0,,,16.0,-36.0,21.0,46.0,43.4,0.8,0.0,6528.0,0.0,,0.0,1.4,3.7,5.2,0.1,,15.0,480.0,0.0,0.75,7.43,3.8089999999999997,3.804,3.76,0.039,0.027999999999999997,9.1,1.83,,4050.0,30.81,,,4230.0,200.0,17.0,,11.0,15.0,2.0,1475.0,771.0,16.0,4266.0,28.0,918.0,932.0,14.0,962.0,2.3,3.7,15.0,0.034,0.0,0.005,7.0,,2.2,4.0,0.06,1.0,0.730218939,0.0334,0.0671,,,0
0.0,2020-02-27,935.0,17.0,0.0,,,11.0,-14.0,4.0,6.0,43.9,0.4,0.0,6470.0,0.0,,0.0,1.4,6.1,6.7,0.6,,10.6,480.0,0.0,0.75,7.43,3.799,3.7939999999999996,3.759,0.034,0.018000000000000002,2.1,1.83,,4500.0,30.84,,,4620.0,,17.0,,14.0,18.0,4.0,2381.0,1034.0,59.0,2996.0,15.0,924.0,935.0,11.0,962.0,2.3,3.7,17.0,0.034,0.0,0.0,8.7,3.1,1.7,0.0,0.059000000000000004,,0.722905682,0.033,0.0662,,,0
0.0,2020-02-28,939.0,17.0,0.0,,,11.0,-16.0,11.0,17.0,43.2,0.2,0.0,6618.0,0.0,,0.0,1.4,6.1,6.6,0.2,,11.1,480.0,0.0,0.75,7.43,3.799,3.795,3.759,0.034,0.017,1.9,1.825,,4500.0,30.87,,,4560.0,,17.0,,12.0,17.0,1.0,2272.0,1005.0,16.0,3325.0,17.0,935.0,939.0,4.0,962.0,2.3,3.7,15.0,0.034,0.0,0.0,7.1,3.4,2.7,0.0,0.059000000000000004,1.0,0.730619318,0.03415,0.071,,,0
0.0,2020-02-29,947.0,16.0,0.0,,,14.0,-22.0,9.0,15.0,42.0,0.3,0.0,6280.0,0.0,0.20000000000000004,0.0,1.3999999999999997,6.2,6.3,1.3,0.20000000000000004,10.1,480.0,0.0,0.75,7.43,3.793999999999999,3.7910000000000004,3.7539999999999996,0.034,0.013999999999999999,1.8999999999999997,1.7700000000000002,,4050.0,30.899999999999995,,,4190.0,,16.0,,15.0,15.0,4.0,2376.0,968.0,98.0,2817.0,8.0,945.0,947.0,2.0,962.0,2.3,3.7000000000000006,17.0,0.034,0.0,0.0,6.3,4.1,3.7999999999999994,0.0,0.05400000000000001,,0.7403664769999999,0.0337,0.0678,,,0
0.0,2020-03-01,958.0,17.0,0.0,,,4.0,-6.0,1.0,3.0,37.2,0.0,0.0,6256.0,0.0,,0.0,1.4,6.6,7.5,0.8,,9.0,371.9,28.0,0.75,7.43,3.7710000000000004,3.7680000000000002,3.7319999999999998,0.034,0.011000000000000001,,1.77,,4050.0,31.0,,,4070.0,,17.0,,13.0,13.0,3.0,2476.0,1185.0,66.0,2529.0,13.0,956.0,958.0,2.0,962.0,2.3,3.7,17.0,0.034,0.0,0.0,5.6,3.8,2.7,0.0,0.032,,0.733671402,0.034,0.0693,,,0
0.0,2020-03-02,958.0,16.0,0.0,,,7.0,-9.0,2.0,3.0,35.4,0.0,0.0,6484.0,0.0,,0.0,1.4,7.1,7.7,0.0,,9.2,12.6,112.0,0.75,7.43,3.76,3.7560000000000002,3.719,0.034,0.009000000000000001,,1.77,,4050.0,31.03,,,4060.0,,16.0,,14.0,17.0,0.0,2694.0,1229.0,,2561.0,26.0,955.0,958.0,3.0,962.0,2.3,3.7,18.0,0.034,0.0,0.0,6.6,6.1,4.2,0.0,0.019,,0.7305153409999999,0.0348,0.0702,,,0
0.0,2020-03-03,959.0,15.0,0.0,,,7.0,-12.0,4.0,9.0,30.6,0.0,0.0,6500.0,0.0,,0.0,1.4,7.2,7.8,0.0,,9.0,12.8,111.0,0.75,7.43,3.7739999999999996,3.77,3.719,0.034,0.008,0.3,1.77,,4050.0,31.06,,,4090.0,,15.0,,16.0,17.0,0.0,2711.0,1253.0,,2536.0,29.0,951.0,959.0,8.0,962.0,2.3,3.7,22.0,0.034,0.0,0.0,4.8,3.3,4.0,0.0,0.019,1.0,0.728636174,0.0346,0.0699,,,0
0.0,2020-03-04,956.0,15.0,1.0,0.2,22.0,12.0,-18.0,3.0,6.0,26.5,0.0,0.0,6712.0,0.0,0.5,0.0,1.3,6.1,5.7,0.9,0.5,10.8,12.4,110.0,0.75,7.43,3.7889999999999997,3.785,3.717,0.05,0.008,0.2,1.77,,4050.0,31.1,,,4030.0,,15.0,,13.0,15.0,1.0,2274.0,910.0,73.0,3454.0,28.0,953.0,956.0,3.0,962.0,2.3,3.7,18.0,0.034,0.016,0.0,6.5,2.5,4.3,0.0,0.017,,0.740847727,0.0363,0.0763,,,0
0.0,2020-03-05,955.0,15.0,0.0,,,13.0,-19.0,8.0,16.0,29.7,0.2,0.0,6536.0,0.0,,0.0,1.4,5.9,6.8,0.7,,10.6,12.4,113.0,0.75,7.43,3.7710000000000004,3.767,3.719,0.034,0.016,2.4,1.77,,4050.0,31.13,,,4070.0,,15.0,,15.0,18.0,3.0,2258.0,1062.0,62.0,3154.0,28.0,948.0,955.0,7.0,962.0,2.3,3.7,21.0,0.034,0.0,0.0,5.3,2.6,6.4,1.0,0.019,,0.7423176140000001,0.0371,0.0767,,,0
0.0,2020-03-06,955.0,16.0,0.0,,,13.0,-24.0,8.0,16.0,33.3,0.2,0.0,6659.0,0.0,,0.0,1.4,7.1,6.9,0.2,,9.8,12.4,113.0,0.75,7.43,3.755,3.752,3.718,0.034,0.016,1.4,1.744,,4050.0,31.16,,,4120.0,,16.0,,17.0,17.0,2.0,2694.0,1081.0,14.0,2863.0,28.0,954.0,955.0,1.0,962.0,2.3,3.7,19.0,0.034,0.0,0.0,5.4,2.2,2.3,0.0,0.018000000000000002,1.0,0.744907008,0.0336,0.068,,,0
0.0,2020-03-07,955.0,16.0,0.0,,,7.0,-9.0,4.0,8.0,32.9,0.2,0.0,6627.0,0.0,,0.0,1.4,7.2,6.6,0.1,,9.4,15.1,99.0,0.75,7.43,3.766,3.7689999999999997,3.72,0.034,0.016,0.4,1.847,,4050.0,31.19,,,4050.0,,16.0,20.0,15.0,17.0,2.0,2773.0,1049.0,11.0,2784.0,29.0,947.0,955.0,8.0,962.0,2.3,3.7,17.0,0.034,0.0,0.0,7.8,3.1,2.8,0.0,0.02,,0.727239583,0.0349,0.0751,,,0
0.0,2020-03-08,946.0,15.0,0.0,,,8.0,-13.0,3.0,6.0,32.0,0.1,0.0,6727.0,0.0,,0.0,1.4,7.2,6.8,0.0,,10.0,143.2,66.0,0.75,7.43,3.781,3.7760000000000002,3.734,0.034,0.011000000000000001,0.9,2.125,,4050.0,31.23,,,4010.0,,15.0,,16.0,19.0,0.0,2729.0,1086.0,,2912.0,12.5,946.0,946.0,0.0,962.0,2.3,3.7,17.0,0.034,0.0,0.0,6.7,4.1,4.4,0.0,0.034,,0.730489205,0.0345,0.0739,,,0
0.0,2020-03-09,951.0,15.0,0.0,,,10.0,-16.0,4.0,8.0,31.5,0.1,0.0,6658.0,0.0,,0.0,1.4,7.3,7.4,0.1,,9.1,354.3,23.0,0.75,7.43,3.799,3.7960000000000003,3.752,0.034,0.01,,2.125,,4050.0,31.26,,,4040.0,,15.0,,17.0,17.0,2.0,2819.0,1143.0,20.0,2676.0,25.0,945.0,951.0,6.0,962.0,2.3,3.7,18.0,0.034,0.0,0.0,5.2,4.6,4.6,0.0,0.052000000000000005,1.0,0.7378331440000001,0.0337,0.07200000000000001,,,0
0.0,2020-03-10,950.0,15.0,0.0,,,9.0,-13.0,4.0,8.0,30.4,0.1,0.0,6725.0,0.0,,0.0,1.4,8.1,6.6,0.0,,9.3,123.8,69.0,0.75,7.43,3.784,3.781,3.739,0.034,0.009000000000000001,0.3,2.125,,4050.0,31.29,,,4200.0,,15.0,,17.0,18.0,0.0,3111.0,1063.0,,2551.0,28.0,944.0,950.0,6.0,962.0,2.3,3.7,19.0,0.034,0.0,0.0,4.9,4.2,5.0,0.0,0.039,,0.741446023,0.0356,0.0787,,,0
0.0,2020-03-11,953.0,14.0,0.0,,,6.0,-12.0,3.0,6.0,34.3,0.0,0.0,6555.0,0.0,,0.0,1.3999999999999997,7.5,7.2,0.0,,9.3,372.0,29.0,0.75,7.43,3.7930000000000006,3.7889999999999997,3.7389999999999994,0.034,0.008,,2.125,,4050.0,31.320000000000004,,,4070.0,180.0,14.0,,15.0,17.0,0.0,2818.0,1106.0,,2631.0,8.0,948.0,953.0,5.0,962.0,2.3,3.7000000000000006,17.0,0.034,0.0,0.0,4.1,3.2999999999999994,1.8999999999999997,0.0,0.039,,0.7332433709999999,0.0364,0.0805,,,0
0.0,2020-03-12,953.0,14.0,0.0,,,9.0,-12.0,1.0,2.0,29.1,0.0,0.0,6695.0,0.0,,0.0,1.4,8.1,6.5,0.0,,9.4,24.5,62.0,0.75,7.43,3.714,3.71,3.71,,0.008,0.4,1.955,,4050.0,31.35,,,4180.0,,14.0,,16.0,18.0,0.0,3014.0,1037.0,,2644.0,28.0,944.0,953.0,9.0,962.0,2.3,3.7,17.0,0.0,0.0,0.0,,,2.6,0.0,0.01,,0.741820455,0.035,0.0781,,,0
0.0,2020-03-13,962.0,15.0,0.0,,,11.0,-16.0,4.0,11.0,29.4,0.1,0.0,6312.0,0.0,,0.0,1.4,6.4,8.2,0.6,,8.9,16.7,96.0,0.75,7.43,3.7710000000000004,3.7680000000000002,3.73,0.034,0.013999999999999999,0.6,1.739,,4050.0,31.39,,,4110.0,,15.0,,14.0,17.0,4.0,2391.0,1302.0,46.0,2573.0,24.0,959.0,962.0,3.0,962.0,2.3,3.7,16.0,0.034,0.0,0.0,8.9,,1.0,1.0,0.03,,0.746588826,0.0353,0.0757,,,0
0.0,2020-03-14,962.0,15.0,0.0,,,10.0,-14.0,4.0,8.0,29.6,0.1,0.0,6679.0,0.0,,0.0,1.4,7.9,7.1,0.0,,9.0,29.8,48.0,0.75,7.43,3.772,3.767,3.72,0.034,0.01,0.2,1.661,,4050.0,31.42,,,3990.0,,15.0,,17.0,17.0,0.0,2941.0,1126.0,,2612.0,24.0,959.0,962.0,3.0,962.0,2.3,3.7,15.0,0.034,0.0,0.0,8.9,2.1,1.6,0.0,0.02,,0.749414583,0.0345,0.0749,,,0
0.0,2020-03-15,958.0,14.0,0.0,,,7.0,-11.0,4.0,6.0,32.0,0.0,0.0,6926.0,0.0,,0.0,1.4,8.2,5.6,0.0,,10.2,23.6,71.0,0.75,7.43,3.6910000000000003,3.687,3.6910000000000003,,0.01,0.3,1.661,,4050.0,31.45,,,3940.0,,14.0,,18.0,19.0,0.0,3172.0,884.0,,2865.0,25.0,954.0,958.0,4.0,962.0,2.3,3.7,18.0,0.0,0.0,0.0,,,0.5,0.0,-0.009000000000000001,,0.751598106,0.0335,0.0704,,,0
0.0,2020-03-16,959.0,14.0,0.0,,,12.0,-16.0,4.0,11.0,27.9,0.0,0.0,6512.0,0.0,,0.0,1.4,7.0,7.8,0.2,,8.9,12.4,114.0,0.75,7.43,3.764,3.76,3.719,0.034,0.006999999999999999,0.2,1.661,,4050.0,31.48,,,4150.0,,14.0,,16.0,17.0,1.0,2644.0,1236.0,19.0,2613.0,12.5,952.0,959.0,7.0,962.0,2.3,3.7,18.0,0.034,0.0,0.0,8.1,4.4,2.6,0.0,0.019,1.0,0.757675379,0.0486,0.0777,,,0
0.0,2020-03-17,960.0,15.0,0.0,,,11.0,-19.0,5.0,13.0,26.8,0.2,0.0,6627.0,0.0,,0.0,1.4,6.6,6.8,0.6,,9.4,12.4,114.0,0.75,7.43,3.76,3.758,3.719,0.034,0.011000000000000001,0.9,1.6980000000000002,,4050.0,31.52,,,3980.0,,15.0,37.0,17.0,16.0,2.0,2539.0,1075.0,48.0,2950.0,,950.0,960.0,10.0,962.0,2.3,3.7,16.0,0.034,0.0,0.0,7.1,4.9,2.4,0.0,0.019,1.0,0.7487761359999999,0.0346,0.0688,,,0
0.0,2020-03-18,955.0,16.0,0.0,,,6.0,-11.0,4.0,7.0,30.0,0.0,0.0,6871.0,0.0,,0.0,1.4,7.9,5.7,0.0,,10.4,12.4,114.0,0.75,7.43,3.772,3.767,3.719,0.034,0.013000000000000001,1.2,1.7380000000000002,,4050.0,31.55,,,4080.0,,16.0,,17.0,18.0,0.0,3026.0,916.0,,2921.0,12.5,955.0,955.0,0.0,962.0,2.3,3.7,21.0,0.034,0.0,0.0,7.4,3.4,5.5,0.0,0.019,,0.742280492,0.0354,0.071,,,0
