POT_ID,DATE_TRUNC,SHOP_ID,ROOM_ID,CR,MGF2,CAF2,TEMPERATURE,METAL_HEIGHT,AE_NUM,AE_DUR,AVG_AE_VOLT,RAIS_NUM,RAIS_TIME,LOWR_NUM,LOWR_TIME,AVG_CTRL_COEFF,CTRL_MAN_TIME,CTRL_LOCK_TIME,FEED_AUTO_DUMPS,FEED_MAN_DUMPS,FEED_MAN_TIME,FEED_LOCK_TIME,AVG_FEED_SETP,OVERFEED_TIME,UNDERFEED_TIME,TEST_TIME,OFF_TIME,NOMINAL_TIME,AVG_FLUOR_SETP,FLUOR_AUTO_DUMPS,FLUOR_DOZE_TROLL,FEED_DOZE_TROLL,AVG_RAW_VOLT,AVG_NORM_VOLT,AVG_VOLT_SETP,AVG_VOLT_ADD,AVG_NOISE,HIGH_NOISE_TIME,AVG_BACK_EMF,CARBONDUST,WEIGHT_PLAN,POT_AGE,TAP_RATIO,POT_CURR_EFF_LO,WEIGHT_POT_LO,VOLT_POD,METAL_HEIGHT_CALC,STARVE_TIME,NUM_OVERFEEDS,NUM_UNDERFEEDS,NUM_TESTS,OVERFEED_DUMPS,UNDERFEED_DUMPS,TEST_DUMPS,NOMINAL_DUMPS,TAP_TIME,TEMP_LIC,TEMP_BATH,TEMP_HEAT,TEMPERATURE_GOAL,CR_GOAL,AVG_RAW_VOLT_GOAL,BATH_HEIGHT,AVG_ADD_RESET,AVG_ADD_TEMP,AVG_ADD_NOISE,TAP_RESET_INT,RES_COVER_INT,MEAS_TAP_INT,AN_PULL_CNT,AVG_ADD_TEMPERATURE,AE_NUM_1,AVG_VOLT_BUS,SI_CRUCE,FE_CRUCE,Вид  нарушения_наименование,№ анода,возраст на момент обнаружения,Вид  нарушения_количество
1,2024-03-01,1,0,,,,953.0,21.0,1.0,0.1,12.0,17.0,-43.0,15.0,34.0,31.2,0.1,0.0,8278.0,0.0,0.5,0.0,1.3,9.9,4.0,0.0,0.5,9.5,373.1,26.0,0.75,6.91,3.891,3.888,3.857,0.026,0.017,1.3,1.946,,4500.0,19.65,1149.11,136.36339,5940.0,,21.0,4.0,22.0,22.0,0.0,4117.0,667.0,,3383.0,4.0,950.0,953.0,3.0,962.0,2.3,3.77,10.0,0.026,0.0,0.0,8.2,3.4,4.7,0.0,0.088,1.0,0.7345,0.04405,0.07735,,,,
1,2024-03-01,1,0,,,,953.0,21.0,1.0,0.1,12.0,17.0,-43.0,15.0,34.0,31.2,0.1,0.0,8278.0,0.0,0.5,0.0,1.3,9.9,4.0,0.0,0.5,9.5,373.1,26.0,0.75,6.91,3.891,3.888,3.857,0.026,0.017,1.3,1.946,,4500.0,19.65,1149.11,136.36339,5940.0,,21.0,4.0,22.0,22.0,0.0,4117.0,667.0,,3383.0,28.0,950.0,953.0,3.0,962.0,2.3,3.77,10.0,0.026,0.0,0.0,8.2,3.4,4.7,0.0,0.088,1.0,0.7345,0.04405,0.07735,,,,
1,2024-03-02,1,0,2.26,0.82,6.04,952.0,21.0,0.0,,,8.0,-14.0,4.0,8.0,30.7,0.4,0.0,7244.0,0.0,,0.0,1.3,7.9,6.6,0.5,,8.9,26.7,55.0,0.75,6.91,3.856,3.852,3.83,0.026,0.015,2.6,1.946,,4120.0,19.69,1052.07,91.58858,3990.0,,21.0,8.0,16.0,18.0,3.0,3274.0,1156.0,38.0,2774.0,28.0,937.0,952.0,15.0,962.0,2.3,3.77,13.0,0.026,0.0,0.0,5.7,2.3,4.5,0.0,0.06,,0.7263,0.043,0.0745,,,,
1,2024-03-03,1,0,,,,955.0,20.0,0.0,,,4.0,-8.0,5.0,9.0,35.4,0.2,0.0,7422.0,0.0,,0.0,1.3,8.9,7.5,0.1,,7.6,21.3,70.0,0.75,6.91,3.857,3.853,3.821,0.026,0.012,0.7,1.946,,4120.0,19.72,1133.0,88.17638,3840.0,,20.0,3.0,20.0,20.0,1.0,3700.0,1292.0,12.0,2418.0,26.0,942.0,955.0,13.0,962.0,2.3,3.77,16.0,0.026,0.0,0.0,8.3,,5.4,0.0,0.051,,0.7199,0.0428,0.0736,,,,
1,2024-03-04,1,0,2.18,0.91,6.06,947.0,20.0,0.0,,,10.0,-18.0,4.0,8.0,33.2,0.1,0.0,7589.0,0.0,,0.0,1.3,9.1,6.9,0.2,,7.7,187.3,35.0,0.75,6.91,3.85,3.847,3.812,0.026,0.013,0.3,1.844,,4120.0,19.75,1091.04,96.74253,4210.0,,20.0,4.0,20.0,20.0,1.0,3840.0,1211.0,20.0,2487.0,27.0,933.0,947.0,14.0,962.0,2.3,3.77,16.0,0.026,0.0,0.0,3.9,3.4,7.8,0.0,0.042,,0.7206,0.0429,0.0712,,,,
1,2024-03-05,1,0,,,,948.0,20.0,0.0,,,4.0,-12.0,3.0,6.0,34.1,0.0,0.0,7651.0,0.0,,0.0,1.3,9.8,6.0,0.0,,7.8,55.8,0.0,0.75,6.91,3.872,3.869,3.83,0.026,0.011,,1.695,,4120.0,19.78,1052.07,95.06492,4140.0,,20.0,13.0,20.0,19.0,0.0,4101.0,1018.0,,2526.0,28.0,937.0,948.0,11.0,962.0,2.3,3.77,16.0,0.026,0.0,0.0,5.4,4.1,3.9,0.0,0.06,,0.7342,0.0431,0.0758,,,,
1,2024-03-06,1,0,2.29,0.73,5.86,941.0,20.0,0.0,,,7.0,-16.0,4.0,6.0,31.9,0.0,0.0,7011.0,0.0,,0.0,1.3,7.1,8.4,0.7,,7.5,149.0,6.0,0.75,6.91,3.874,3.869,3.844,0.026,0.015,0.6,1.695,,4120.0,19.81,1091.04,94.80359,4130.0,,20.0,11.0,16.0,19.0,3.0,2987.0,1522.0,65.0,2437.0,27.0,940.0,941.0,1.0,962.0,2.3,3.77,16.0,0.026,0.0,0.0,7.5,5.9,4.6,0.0,0.074,,0.7368,0.0423,0.0717,,,,
1,2024-03-07,1,0,,,,960.0,21.0,0.0,,,4.0,-8.0,2.0,3.0,29.8,0.0,0.0,7046.0,0.0,,0.0,1.3,9.0,8.5,0.2,,6.3,372.6,32.0,0.75,6.91,3.829,3.827,3.831,,0.01,,1.558,,4120.0,19.85,1091.04,95.5951,4160.0,,21.0,,18.0,19.0,1.0,3655.0,1427.0,17.0,1947.0,27.0,949.0,960.0,11.0,962.0,2.3,3.77,17.0,0.0,0.0,0.0,,,2.5,0.0,0.06,,0.735,0.043,0.0708,,,,
1,2024-03-08,1,0,2.39,0.74,6.12,950.0,20.0,0.0,,,5.0,-13.0,4.0,6.0,31.1,0.0,0.0,7299.0,0.0,,0.0,1.3,9.5,6.9,0.0,,7.1,12.9,114.0,0.75,6.91,3.844,3.842,3.807,0.026,0.01,0.2,1.526,,4120.0,19.88,1091.04,98.5997,4290.0,304.0,20.0,27.0,19.0,18.0,0.0,3933.0,1231.0,,2133.0,27.0,947.0,950.0,3.0,962.0,2.3,3.77,19.0,0.026,0.0,0.0,7.9,3.2,2.7,0.0,0.037,,0.7358,0.0457,0.0828,,,,
1,2024-03-09,1,0,,,,949.0,20.0,0.0,,,4.0,-8.0,4.0,7.0,31.4,0.2,0.0,7495.0,0.0,,0.0,1.2,9.2,7.4,0.0,,7.3,11.5,123.0,0.75,6.81,3.863,3.862,3.83,0.026,0.014,0.6,1.622,,4120.0,19.91,,96.09271,4180.0,,20.0,5.0,19.0,20.0,0.0,3850.0,1281.0,,2364.0,,948.0,949.0,1.0,962.0,2.3,3.77,20.0,0.026,0.0,0.0,7.9,2.8,2.9,0.0,0.06,,0.7307,0.0434,0.0774,,,,
1,2024-03-10,1,0,2.27,0.75,6.12,941.0,20.0,0.0,,,6.0,-12.0,2.0,4.0,32.1,0.0,0.0,7695.0,0.0,,0.0,1.2,9.5,6.1,0.0,,7.7,120.0,86.0,0.75,6.81,3.873,3.87,3.842,0.026,0.012,,1.893,,4120.0,19.94,1178.32,91.18557,3970.0,,20.0,40.0,20.0,21.0,0.0,4109.0,1088.0,,2495.0,25.0,934.0,941.0,7.0,962.0,2.3,3.77,18.0,0.026,0.0,0.0,7.0,2.1,2.9,0.0,0.073,,0.7284,0.0436,0.0783,,,,
1,2024-03-11,1,0,,,,962.0,20.0,0.0,,,7.0,-16.0,5.0,10.0,27.0,0.0,0.0,7824.0,0.0,,0.0,1.2,10.4,5.9,0.0,,7.4,372.6,32.0,0.75,6.81,3.9,3.896,3.868,0.026,0.01,,1.817,,4120.0,20.0,1052.07,93.91561,4090.0,,20.0,21.0,20.0,19.0,0.0,4517.0,1099.0,,2207.0,28.0,948.0,962.0,14.0,962.0,2.3,3.77,17.0,0.026,0.0,0.0,6.5,5.8,4.8,0.0,0.054,,0.742,0.0446,0.101,,,,
1,2024-03-12,1,0,2.26,0.74,6.02,942.0,21.0,0.0,,,7.0,-14.0,3.0,5.0,31.6,0.0,0.0,7774.0,0.0,,0.0,1.2,9.3,6.9,0.0,,7.5,149.1,35.0,0.75,6.81,3.865,3.861,3.825,0.026,0.01,0.5,1.824,,4120.0,20.01,981.93,96.43316,4200.0,,21.0,13.0,20.0,20.0,0.0,4033.0,1243.0,,2497.0,30.0,938.0,942.0,4.0,962.0,2.3,3.77,17.0,0.026,0.0,0.0,4.6,3.2,5.4,0.0,0.055,,0.7386,0.0441,0.0811,,,,
1,2024-03-13,1,0,,,,946.0,20.0,0.0,,,6.0,-13.0,1.0,2.0,29.0,0.0,0.0,7820.0,0.0,,0.0,1.2,9.8,6.5,0.0,,7.5,373.2,0.0,0.75,6.81,3.895,3.89,3.87,0.026,0.008,,2.085,,4120.0,20.04,1052.07,91.62876,3990.0,,20.0,10.0,21.0,19.0,0.0,4215.0,1160.0,,2445.0,28.0,942.0,946.0,4.0,962.0,2.3,3.77,17.0,0.026,0.0,0.0,5.4,2.4,4.8,0.0,0.1,,0.7419,0.0443,0.0822,,,,
1,2024-03-14,1,0,2.35,0.65,5.91,956.0,21.0,0.0,,,9.0,-20.0,7.0,15.0,28.7,0.1,0.0,7134.0,0.0,,0.0,1.2,6.9,7.6,1.4,,7.0,17.1,38.0,0.75,6.81,3.88,3.879,3.848,0.026,0.012,1.1,2.085,,4120.0,20.07,1178.32,97.45702,4240.0,,21.0,20.0,15.0,15.0,5.0,3028.0,1454.0,126.0,2520.0,25.0,950.0,956.0,6.0,962.0,2.3,3.77,19.0,0.026,0.0,0.0,4.9,6.3,2.0,0.0,0.078,,0.7285,0.043,0.0772,,,,
1,2024-03-15,1,0,,,,949.0,21.0,0.0,,,9.0,-22.0,11.0,22.0,31.9,0.1,0.0,7489.0,0.0,,0.0,1.2,7.6,7.2,0.7,,8.5,11.5,123.0,0.75,6.81,3.845,3.843,3.809,0.026,0.017,2.6,2.085,,4120.0,20.1,1052.07,96.52157,4200.0,,21.0,,16.0,21.0,2.0,3258.0,1392.0,66.0,2773.0,28.0,947.0,949.0,2.0,962.0,2.3,3.77,19.0,0.026,0.0,0.0,9.0,1.8,4.1,0.0,0.039,,0.7272,0.0442,0.0845,,,,
1,2024-03-16,1,0,2.24,0.75,6.13,949.0,21.0,0.0,,,5.0,-9.0,2.0,3.0,33.4,0.0,0.0,7843.0,0.0,,0.0,1.2,10.1,6.0,0.0,,7.7,138.4,90.0,0.75,6.81,3.861,3.859,3.83,0.026,0.01,,2.085,,4600.0,20.14,1096.33,123.37839,5370.0,,21.0,9.0,20.0,21.0,0.0,4313.0,1100.0,,2428.0,21.0,944.0,949.0,5.0,962.0,2.3,3.77,16.0,0.026,0.0,0.0,6.0,2.6,3.0,0.0,0.06,,0.7296,0.0409,0.079,,,,
1,2024-03-16,1,0,2.24,0.75,6.13,949.0,21.0,0.0,,,5.0,-9.0,2.0,3.0,33.4,0.0,0.0,7843.0,0.0,,0.0,1.2,10.1,6.0,0.0,,7.7,138.4,90.0,0.75,6.81,3.861,3.859,3.83,0.026,0.01,,2.085,,4600.0,20.14,1096.33,123.37839,5370.0,,21.0,9.0,20.0,21.0,0.0,4313.0,1100.0,,2428.0,9.0,944.0,949.0,5.0,962.0,2.3,3.77,16.0,0.026,0.0,0.0,6.0,2.6,3.0,0.0,0.06,,0.7296,0.0409,0.079,,,,
1,2024-03-17,1,0,,,,944.0,20.0,0.0,,,6.0,-11.0,0.0,,33.5,0.0,0.0,8138.0,0.0,,0.0,1.2,11.1,5.6,0.0,,7.3,159.5,5.0,0.75,6.81,3.828,3.823,3.823,,0.011,,2.085,,4120.0,20.17,1052.07,94.81755,4130.0,,20.0,,23.0,22.0,0.0,4817.0,1056.0,,2265.0,28.0,942.0,944.0,2.0,962.0,2.3,3.77,17.0,0.0,0.0,0.0,,,3.3,0.0,0.053,,0.7306,0.047,0.0832,,,,
1,2024-03-18,1,0,2.15,0.79,6.06,946.0,21.0,0.0,,,7.0,-15.0,2.0,3.0,31.9,0.1,0.0,7560.0,0.0,,0.0,1.2,9.3,6.8,0.0,,7.6,480.0,3.0,0.75,6.81,3.895,3.891,3.868,0.026,0.011,0.2,2.085,,4120.0,20.2,1052.07,95.28157,4150.0,,21.0,14.0,19.0,20.0,0.0,3896.0,1236.0,,2427.0,28.0,938.0,946.0,8.0,962.0,2.3,3.77,17.0,0.026,0.0,0.0,6.6,,4.6,0.0,0.098,,0.7387,0.0432,0.083,,,,
1,2024-03-19,1,0,,,,954.0,21.0,0.0,,,13.0,-23.0,5.0,8.0,32.3,0.2,0.0,7538.0,0.0,,0.0,1.4,7.9,6.6,0.0,,9.0,55.8,49.0,0.75,6.81,3.888,3.885,3.856,0.026,0.013,2.2,2.085,,4120.0,20.23,1178.32,93.03719,4050.0,,21.0,12.0,18.0,19.0,1.0,3642.0,1215.0,,2667.0,25.0,949.0,954.0,5.0,962.0,2.3,3.77,15.0,0.026,0.0,0.0,4.6,3.7,5.2,0.0,0.086,,0.7457,0.0455,0.0858,,,,
1,2024-03-20,1,0,2.31,0.6,5.44,953.0,21.0,0.0,,,3.0,-5.0,4.0,7.0,31.1,0.0,0.0,7516.0,0.0,,0.0,1.2,9.7,7.7,0.0,,6.6,22.5,74.0,0.75,6.81,3.819,3.815,3.81,,0.008,,2.085,,4120.0,20.27,1227.42,95.48622,4160.0,,21.0,,19.0,19.0,0.0,4114.0,1432.0,,1970.0,24.0,946.0,953.0,7.0,962.0,2.3,3.77,18.0,0.0,0.0,0.0,,,4.9,0.0,0.04,,0.7421,0.0425,0.0781,,,,
1,2024-03-21,1,0,,,,950.0,21.0,0.0,,,6.0,-12.0,2.0,5.0,31.1,0.0,0.0,7760.0,0.0,,0.0,1.2,8.7,6.8,0.0,,8.3,177.4,81.0,0.75,6.81,3.86,3.855,3.828,0.026,0.016,0.8,2.085,,4600.0,20.3,1060.97,108.57963,4730.0,317.0,21.0,10.0,19.0,23.0,0.0,3794.0,1231.0,,2734.0,20.0,945.0,950.0,5.0,962.0,2.35,3.77,17.0,0.026,0.0,0.0,5.5,2.0,5.6,0.0,0.058,,0.7384,0.04405,0.08285,,,,
1,2024-03-21,1,0,,,,950.0,21.0,0.0,,,6.0,-12.0,2.0,5.0,31.1,0.0,0.0,7760.0,0.0,,0.0,1.2,8.7,6.8,0.0,,8.3,177.4,81.0,0.75,6.81,3.86,3.855,3.828,0.026,0.016,0.8,2.085,,4600.0,20.3,1060.97,108.57963,4730.0,317.0,21.0,10.0,19.0,23.0,0.0,3794.0,1231.0,,2734.0,11.0,945.0,950.0,5.0,962.0,2.35,3.77,17.0,0.026,0.0,0.0,5.5,2.0,5.6,0.0,0.058,,0.7384,0.04405,0.08285,,,,
1,2024-03-22,1,0,2.31,0.63,6.01,947.0,21.0,0.0,,,7.0,-16.0,7.0,13.0,28.8,0.4,0.0,7505.0,0.0,,0.0,1.2,7.0,6.9,0.2,,9.5,480.0,3.0,0.75,6.81,3.862,3.86,3.83,0.026,0.016,3.8,2.085,,4120.0,20.33,1133.0,98.32128,4280.0,,21.0,28.0,18.0,19.0,1.0,3088.0,1173.0,17.0,3212.0,26.0,944.0,947.0,3.0,962.0,2.35,3.77,16.0,0.026,0.0,0.0,5.3,2.8,3.6,0.0,0.06,,0.7266,0.0444,0.0874,,,,
1,2024-03-23,1,0,,,,955.0,20.0,0.0,,,4.0,-11.0,2.0,4.0,29.2,0.0,0.0,7471.0,0.0,,0.0,1.2,9.5,7.1,0.0,,7.1,480.0,3.0,0.75,6.81,3.86,3.858,3.821,0.026,0.009,0.1,2.085,,4120.0,20.36,1091.04,96.06318,4180.0,,20.0,20.0,18.0,18.0,0.0,4040.0,1242.0,,2189.0,27.0,955.0,955.0,0.0,962.0,2.3,3.77,17.0,0.026,0.0,0.0,7.2,3.2,1.8,0.0,0.051,,0.7341,0.0451,0.092,,,,
1,2024-03-24,1,0,2.36,0.72,6.03,959.0,20.0,0.0,,,4.0,-10.0,1.0,3.0,27.8,0.0,0.0,7665.0,0.0,,0.0,1.2,10.1,6.6,0.0,,7.0,372.6,30.0,0.75,6.81,3.832,3.829,3.8,0.026,0.008,,2.085,,4120.0,20.4,1178.32,95.34406,4150.0,,20.0,15.0,20.0,19.0,0.0,4334.0,1189.0,,2142.0,25.0,957.0,959.0,2.0,962.0,2.3,3.77,16.0,0.026,0.0,0.0,8.4,2.9,2.6,0.0,0.03,,0.741,0.05,0.0957,,,,
1,2024-03-25,1,0,,,,958.0,19.0,0.0,,,9.0,-19.0,4.0,8.0,26.6,0.0,0.0,7485.0,0.0,,0.0,1.2,8.3,7.9,0.0,,7.2,12.0,119.0,0.75,6.81,3.838,3.835,3.8,0.026,0.009,0.4,2.085,,4120.0,20.43,1015.79,91.42802,3980.0,,19.0,30.0,19.0,20.0,0.0,3604.0,1451.0,,2427.0,29.0,955.0,958.0,3.0,962.0,2.3,3.77,17.0,0.026,0.0,0.0,8.0,7.2,1.3,0.0,0.03,,0.7403,0.0498,0.0931,,,,
1,2024-03-26,1,0,2.3,0.72,5.84,951.0,19.0,0.0,,,6.0,-13.0,4.0,7.0,28.6,0.1,0.0,7989.0,0.0,,0.0,1.2,9.8,5.8,0.0,,8.1,120.6,79.0,0.75,6.81,3.848,3.845,3.809,0.026,0.008,0.3,1.973,,4120.0,20.46,1015.79,93.0373,4050.0,,19.0,20.0,19.0,21.0,0.0,4219.0,1002.0,,2766.0,29.0,950.0,951.0,1.0,962.0,2.3,3.77,18.0,0.026,0.0,0.0,8.8,2.5,4.7,0.0,0.039,,0.7395,0.0438,0.0896,,,,
1,2024-03-27,1,0,,,,950.0,19.0,0.0,,,5.0,-11.0,1.0,2.0,27.7,0.0,0.0,7895.0,0.0,,0.0,1.2,9.4,6.3,0.6,,7.4,480.0,3.0,0.75,6.81,3.866,3.86,3.83,0.026,0.008,,1.899,,4120.0,20.49,1178.32,98.00821,4270.0,,19.0,17.0,20.0,20.0,1.0,4082.0,1216.0,52.0,2545.0,25.0,946.0,950.0,4.0,962.0,2.3,3.77,17.0,0.026,0.0,0.0,5.2,3.3,5.5,0.0,0.06,1.0,0.7304,0.044,0.0917,,,,
1,2024-03-28,1,0,2.3,0.76,5.91,960.0,18.0,0.0,,,5.0,-11.0,2.0,4.0,26.9,0.0,0.0,7664.0,0.0,,0.0,1.2,8.4,8.1,0.0,,7.4,325.6,27.0,0.75,6.81,3.851,3.849,3.819,0.026,0.007,0.3,1.847,,3600.0,20.52,1225.71,82.71616,3600.0,,18.0,10.0,19.0,19.0,0.0,3538.0,1408.0,,2718.0,21.0,952.0,960.0,8.0,962.0,2.3,3.77,17.0,0.026,0.0,0.0,4.9,3.5,4.8,0.0,0.039,1.0,0.7355,0.0442,0.0893,,,,
1,2024-03-29,1,0,,,,961.0,19.0,0.0,,,4.0,-10.0,3.0,7.0,24.4,0.0,0.0,7868.0,0.0,,0.0,1.2,10.4,5.9,0.0,,7.5,16.0,92.0,0.75,6.81,3.835,3.831,3.8,0.026,0.007,,1.677,,4120.0,20.56,1091.04,98.76873,4300.0,,19.0,15.0,21.0,20.0,0.0,4479.0,1138.0,,2250.0,27.0,955.0,961.0,6.0,962.0,2.3,3.77,17.0,0.026,0.0,0.0,7.4,5.4,2.3,0.0,0.016,,0.7432,0.0466,0.0914,,,,
1,2024-03-30,1,0,2.38,0.62,6.03,955.0,20.0,0.0,,,3.0,-8.0,1.0,3.0,25.2,0.0,0.0,7960.0,0.0,,0.0,1.2,10.4,5.8,0.1,,7.4,120.6,85.0,0.75,6.81,3.827,3.824,3.8,0.026,0.007,,1.507,,4120.0,20.59,1133.0,94.8283,4130.0,,20.0,19.0,21.0,19.0,1.0,4561.0,1123.0,13.0,2261.0,26.0,939.0,955.0,16.0,962.0,2.3,3.77,19.0,0.026,0.0,0.0,8.0,2.1,1.9,0.0,0.03,,0.7458,0.043,0.0854,,,,
1,2024-03-31,1,0,,,,961.0,19.0,0.0,,,7.0,-16.0,2.0,5.0,25.1,0.0,0.0,7692.0,0.0,,0.0,1.2,9.8,7.1,0.1,,6.9,353.1,36.0,0.75,6.81,3.83,3.825,3.8,0.026,0.008,,1.5,,4120.0,20.62,1052.07,96.17486,4190.0,,19.0,8.0,19.0,18.0,1.0,4246.0,1271.0,10.0,2165.0,28.0,956.0,961.0,5.0,962.0,2.3,3.77,16.0,0.026,0.0,0.0,9.2,2.5,2.7,0.0,0.03,,0.7454,0.0453,0.0856,,,,
1,2024-04-01,1,0,2.39,0.86,6.18,958.0,18.0,0.0,,,7.0,-17.0,2.0,7.0,24.6,0.0,0.0,7574.0,0.0,,0.0,1.2,9.4,7.0,0.0,,6.9,11.1,127.0,0.75,6.81,3.849,3.845,3.815,0.026,0.009,,1.5,,4120.0,20.65,1052.07,95.52411,4160.0,,18.0,37.0,20.0,19.0,0.0,4053.0,1235.0,,2283.0,28.0,952.0,958.0,6.0,962.0,2.3,3.77,16.0,0.026,0.0,0.0,9.2,3.2,4.5,0.0,0.024,,0.7374,0.0489,0.0889,,,,
1,2024-04-02,1,0,,,,950.0,18.0,0.0,,,5.0,-14.0,3.0,10.0,24.6,0.0,0.0,7206.0,0.0,,0.0,1.2,8.2,6.7,0.8,,7.2,113.0,109.0,0.75,6.81,3.879,3.878,3.858,0.026,0.009,,1.513,,4120.0,20.69,1227.42,91.96203,4000.0,,18.0,32.0,16.0,18.0,1.0,3526.0,1208.0,74.0,2384.0,24.0,949.0,950.0,1.0,962.0,2.3,3.77,18.0,0.026,0.0,0.0,5.5,3.0,4.2,0.0,0.018,,0.748,0.0465,0.0801,,,,
1,2024-04-03,1,0,2.47,0.84,6.16,959.0,18.0,0.0,,,4.0,-9.0,0.0,,23.8,0.0,0.0,7464.0,0.0,,0.0,1.2,9.5,7.8,0.0,,6.7,357.0,35.0,0.75,6.81,3.822,3.817,3.823,,0.007,,1.542,,3500.0,20.72,1088.04,81.04552,3530.0,,18.0,,19.0,20.0,0.0,3945.0,1471.0,,2048.0,23.0,942.0,959.0,17.0,962.0,2.3,3.77,18.0,0.0,0.0,0.0,,,4.2,0.0,0.032,,0.7495,0.0469,0.0808,,,,
1,2024-04-04,1,0,,,,958.0,18.0,0.0,,,5.0,-12.0,3.0,7.0,24.8,0.0,0.0,7470.0,0.0,,0.0,1.2,9.5,6.9,0.0,,7.1,10.4,138.0,0.75,6.81,3.893,3.889,3.856,0.026,0.006,,1.542,,3500.0,20.75,1137.5,81.50437,3550.0,267.0,18.0,24.0,19.0,19.0,0.0,3937.0,1239.0,,2292.0,22.0,951.0,958.0,7.0,962.0,2.3,3.77,19.0,0.026,0.0,0.0,5.4,2.6,4.4,0.0,0.0,,0.7445,0.0507,0.0847,,,,
1,2024-04-05,1,0,2.49,0.95,6.43,961.0,18.0,0.0,,,6.0,-16.0,2.0,6.0,23.8,0.1,0.0,6930.0,0.0,,0.0,1.2,7.9,9.2,0.0,,6.2,7.6,192.0,0.75,6.81,3.882,3.879,3.847,0.026,0.009,0.4,1.645,,3500.0,20.78,1042.71,76.93025,3350.0,,18.0,42.0,17.0,16.0,0.0,3227.0,1614.0,,2083.0,24.0,954.0,961.0,7.0,962.0,2.3,3.77,20.0,0.026,0.0,0.0,5.8,3.2,5.1,0.0,0.01,,0.7544,0.053,0.0836,,,,
1,2024-04-05,1,0,2.46,0.87,6.24,961.0,18.0,0.0,,,6.0,-16.0,2.0,6.0,23.8,0.1,0.0,6930.0,0.0,,0.0,1.2,7.9,9.2,0.0,,6.2,7.6,192.0,0.75,6.81,3.882,3.879,3.847,0.026,0.009,0.4,1.645,,3500.0,20.78,1042.71,76.93025,3350.0,,18.0,42.0,17.0,16.0,0.0,3227.0,1614.0,,2083.0,24.0,954.0,961.0,7.0,962.0,2.3,3.77,20.0,0.026,0.0,0.0,5.8,3.2,5.1,0.0,0.01,,0.7544,0.053,0.0836,,,,
1,2024-04-06,1,0,,,,949.0,19.0,0.0,,,9.0,-17.0,8.0,16.0,30.8,0.0,0.0,7063.0,0.0,,0.0,1.2,7.9,8.4,0.5,,6.3,6.0,236.0,0.75,6.81,3.841,3.837,3.809,0.026,0.013,0.3,1.921,,4120.0,20.81,1052.07,95.51914,4160.0,,19.0,51.0,17.0,16.0,4.0,3389.0,1545.0,61.0,2059.0,28.0,947.0,949.0,2.0,962.0,2.3,3.77,24.0,0.026,0.0,0.0,5.3,2.6,2.0,0.0,0.039,,0.7527,0.0574,0.0977,,,,
1,2024-04-07,1,0,2.29,1.02,6.29,950.0,19.0,0.0,,,6.0,-12.0,5.0,8.0,34.3,0.0,0.0,7609.0,0.0,,0.0,1.2,9.6,7.2,0.0,,7.1,78.8,166.0,0.75,6.81,3.871,3.867,3.83,0.026,0.009,,1.937,,4120.0,20.85,1052.07,96.22347,4190.0,,19.0,2.0,19.0,19.0,1.0,4058.0,1316.0,8.0,2227.0,28.0,945.0,950.0,5.0,962.0,2.3,3.77,20.0,0.026,0.0,0.0,15.9,3.9,2.2,0.0,0.06,,0.7551,0.055,0.0939,,,,
1,2024-04-08,1,0,,,,943.0,19.0,0.0,,,8.0,-16.0,4.0,7.0,31.2,0.0,0.0,7659.0,0.0,,0.0,1.2,10.1,6.4,0.0,,7.1,276.2,53.0,0.75,6.81,3.876,3.872,3.842,0.026,0.01,,1.998,,3500.0,20.88,1042.71,80.1413,3490.0,,19.0,22.0,21.0,19.0,0.0,4223.0,1122.0,,2313.0,24.0,943.0,943.0,0.0,962.0,2.3,3.77,19.0,0.026,0.0,0.0,11.0,2.7,2.4,0.0,0.073,,0.7465,0.052,0.0883,,,,
1,2024-04-09,1,0,2.22,0.96,6.24,945.0,19.0,0.0,,,7.0,-16.0,8.0,20.0,32.1,1.0,0.0,7859.0,0.0,,0.0,1.2,9.0,5.4,0.0,,9.3,480.0,3.0,0.75,6.81,3.934,3.931,3.875,0.041,0.014,2.5,2.144,,4120.0,20.91,1178.32,91.8797,4000.0,,19.0,14.0,21.0,20.0,0.0,3887.0,939.0,,3026.0,25.0,938.0,945.0,7.0,962.0,2.3,3.77,19.0,0.026,0.014,0.0,7.8,4.1,2.3,0.0,0.083,,0.7456,0.0502,0.0857,,,,
1,2024-04-10,1,0,,,,956.0,20.0,0.0,,,5.0,-11.0,7.0,13.0,33.1,0.0,0.0,7574.0,0.0,,0.0,1.2,8.6,6.9,0.0,,7.3,376.3,14.0,0.75,6.81,3.922,3.917,3.879,0.037,0.008,,2.144,,4120.0,20.94,1227.42,94.34654,4110.0,,20.0,36.0,19.0,19.0,0.0,3807.0,1194.0,,2558.0,24.0,941.0,956.0,15.0,962.0,2.3,3.77,16.0,0.026,0.01,0.0,8.2,3.1,4.0,0.0,0.006,,0.7532,0.0518,0.087,,,,
