,VANNA,KONUS_DATE,CAF2_0_1day,CAF2_1_1day,CAF2_2_1day,DLITELNOST_VYLIVKI_0_1day,DLITELNOST_VYLIVKI_1_1day,DLITELNOST_VYLIVKI_2_1day,DOZA_GLINOZEMA_0_1day,DOZA_GLINOZEMA_1_1day,DOZA_GLINOZEMA_2_1day,ELECTROLIT_0_1day,ELECTROLIT_1_1day,ELECTROLIT_2_1day,FTORID_ALUMINIA_KOL_DOZI_0_1day,FTORID_ALUMINIA_KOL_DOZI_1_1day,FTORID_ALUMINIA_KOL_DOZI_2_1day,FTORID_ALUMINIA_VES_DOZI_0_1day,FTORID_ALUMINIA_VES_DOZI_1_1day,FTORID_ALUMINIA_VES_DOZI_2_1day,FTORID_PITANIE_0_1day,FTORID_PITANIE_1_1day,FTORID_PITANIE_2_1day,KO_0_1day,KO_1_1day,KO_2_1day,KOL_DOZ_APG_V_AUTO_REZIME_0_1day,KOL_DOZ_APG_V_AUTO_REZIME_1_1day,KOL_DOZ_APG_V_AUTO_REZIME_2_1day,KOL_DOZ_APG_V_NEDOPITKE_0_1day,KOL_DOZ_APG_V_NEDOPITKE_1_1day,KOL_DOZ_APG_V_NEDOPITKE_2_1day,KOL_DOZ_APG_V_NOMINALE_0_1day,KOL_DOZ_APG_V_NOMINALE_1_1day,KOL_DOZ_APG_V_NOMINALE_2_1day,KOL_DOZ_APG_V_PEREPITKE_0_1day,KOL_DOZ_APG_V_PEREPITKE_1_1day,KOL_DOZ_APG_V_PEREPITKE_2_1day,KOL_DOZ_APG_V_TESTE_0_1day,KOL_DOZ_APG_V_TESTE_1_1day,KOL_DOZ_APG_V_TESTE_2_1day,MGF2_0_1day,MGF2_1_1day,MGF2_2_1day,NAPRYAZHENIE_ACYTP_0_1day,NAPRYAZHENIE_ACYTP_1_1day,NAPRYAZHENIE_ACYTP_2_1day,NAPRYAZHENIE_DOBAVKA_0_1day,NAPRYAZHENIE_DOBAVKA_1_1day,NAPRYAZHENIE_DOBAVKA_2_1day,NAPRYAZHENIE_OSHINOVKI_0_1day,NAPRYAZHENIE_OSHINOVKI_1_1day,NAPRYAZHENIE_OSHINOVKI_2_1day,NAPRYAZHENIE_PRIVEDENNOE_0_1day,NAPRYAZHENIE_PRIVEDENNOE_1_1day,NAPRYAZHENIE_PRIVEDENNOE_2_1day,NAPRYAZHENIE_TSELEVOE_0_1day,NAPRYAZHENIE_TSELEVOE_1_1day,NAPRYAZHENIE_TSELEVOE_2_1day,OBRATNAYA_EDS_0_1day,OBRATNAYA_EDS_1_1day,OBRATNAYA_EDS_2_1day,OTNOSHENIE_SKOROSTI_0_1day,OTNOSHENIE_SKOROSTI_1_1day,OTNOSHENIE_SKOROSTI_2_1day,RMPR_0_1day,RMPR_1_1day,RMPR_2_1day,RMPR_DLITELNOST_MAINA_0_1day,RMPR_DLITELNOST_MAINA_1_1day,RMPR_DLITELNOST_MAINA_2_1day,RMPR_DLITELNOST_VIRA_0_1day,RMPR_DLITELNOST_VIRA_1_1day,RMPR_DLITELNOST_VIRA_2_1day,RMPR_KOL_MAINA_0_1day,RMPR_KOL_MAINA_1_1day,RMPR_KOL_MAINA_2_1day,RMPR_KOL_VIRA_0_1day,RMPR_KOL_VIRA_1_1day,RMPR_KOL_VIRA_2_1day,SHYM_0_1day,SHYM_1_1day,SHYM_2_1day,SILA_TOKA_SERII_0_1day,SILA_TOKA_SERII_1_1day,SILA_TOKA_SERII_2_1day,SREDNYAYA_VREMENNAYA_DOBAVKA_0_1day,SREDNYAYA_VREMENNAYA_DOBAVKA_1_1day,SREDNYAYA_VREMENNAYA_DOBAVKA_2_1day,SREDNYAYA_VREMENNAYA_PO_SHYMAM_0_1day,SREDNYAYA_VREMENNAYA_PO_SHYMAM_1_1day,SREDNYAYA_VREMENNAYA_PO_SHYMAM_2_1day,SROK_SLUZBI_0_1day,SROK_SLUZBI_1_1day,SROK_SLUZBI_2_1day,TEMPERATURA_ELECTROLITA_0_1day,TEMPERATURA_ELECTROLITA_1_1day,TEMPERATURA_ELECTROLITA_2_1day,UROVEN_METALLA_0_1day,UROVEN_METALLA_1_1day,UROVEN_METALLA_2_1day,USTAVKA_APG_0_1day,USTAVKA_APG_1_1day,USTAVKA_APG_2_1day,KOL_PODDERNYTIH_ANODOV_1day,AE_1day,CAF2_0_2day,CAF2_1_2day,CAF2_2_2day,DLITELNOST_VYLIVKI_0_2day,DLITELNOST_VYLIVKI_1_2day,DLITELNOST_VYLIVKI_2_2day,DOZA_GLINOZEMA_0_2day,DOZA_GLINOZEMA_1_2day,DOZA_GLINOZEMA_2_2day,ELECTROLIT_0_2day,ELECTROLIT_1_2day,ELECTROLIT_2_2day,FTORID_ALUMINIA_KOL_DOZI_0_2day,FTORID_ALUMINIA_KOL_DOZI_1_2day,FTORID_ALUMINIA_KOL_DOZI_2_2day,FTORID_ALUMINIA_VES_DOZI_0_2day,FTORID_ALUMINIA_VES_DOZI_1_2day,FTORID_ALUMINIA_VES_DOZI_2_2day,FTORID_PITANIE_0_2day,FTORID_PITANIE_1_2day,FTORID_PITANIE_2_2day,KO_0_2day,KO_1_2day,KO_2_2day,KOL_DOZ_APG_V_AUTO_REZIME_0_2day,KOL_DOZ_APG_V_AUTO_REZIME_1_2day,KOL_DOZ_APG_V_AUTO_REZIME_2_2day,KOL_DOZ_APG_V_NEDOPITKE_0_2day,KOL_DOZ_APG_V_NEDOPITKE_1_2day,KOL_DOZ_APG_V_NEDOPITKE_2_2day,KOL_DOZ_APG_V_NOMINALE_0_2day,KOL_DOZ_APG_V_NOMINALE_1_2day,KOL_DOZ_APG_V_NOMINALE_2_2day,KOL_DOZ_APG_V_PEREPITKE_0_2day,KOL_DOZ_APG_V_PEREPITKE_1_2day,KOL_DOZ_APG_V_PEREPITKE_2_2day,KOL_DOZ_APG_V_TESTE_0_2day,KOL_DOZ_APG_V_TESTE_1_2day,KOL_DOZ_APG_V_TESTE_2_2day,MGF2_0_2day,MGF2_1_2day,MGF2_2_2day,NAPRYAZHENIE_ACYTP_0_2day,NAPRYAZHENIE_ACYTP_1_2day,NAPRYAZHENIE_ACYTP_2_2day,NAPRYAZHENIE_DOBAVKA_0_2day,NAPRYAZHENIE_DOBAVKA_1_2day,NAPRYAZHENIE_DOBAVKA_2_2day,NAPRYAZHENIE_OSHINOVKI_0_2day,NAPRYAZHENIE_OSHINOVKI_1_2day,NAPRYAZHENIE_OSHINOVKI_2_2day,NAPRYAZHENIE_PRIVEDENNOE_0_2day,NAPRYAZHENIE_PRIVEDENNOE_1_2day,NAPRYAZHENIE_PRIVEDENNOE_2_2day,NAPRYAZHENIE_TSELEVOE_0_2day,NAPRYAZHENIE_TSELEVOE_1_2day,NAPRYAZHENIE_TSELEVOE_2_2day,OBRATNAYA_EDS_0_2day,OBRATNAYA_EDS_1_2day,OBRATNAYA_EDS_2_2day,OTNOSHENIE_SKOROSTI_0_2day,OTNOSHENIE_SKOROSTI_1_2day,OTNOSHENIE_SKOROSTI_2_2day,RMPR_0_2day,RMPR_1_2day,RMPR_2_2day,RMPR_DLITELNOST_MAINA_0_2day,RMPR_DLITELNOST_MAINA_1_2day,RMPR_DLITELNOST_MAINA_2_2day,RMPR_DLITELNOST_VIRA_0_2day,RMPR_DLITELNOST_VIRA_1_2day,RMPR_DLITELNOST_VIRA_2_2day,RMPR_KOL_MAINA_0_2day,RMPR_KOL_MAINA_1_2day,RMPR_KOL_MAINA_2_2day,RMPR_KOL_VIRA_0_2day,RMPR_KOL_VIRA_1_2day,RMPR_KOL_VIRA_2_2day,SHYM_0_2day,SHYM_1_2day,SHYM_2_2day,SILA_TOKA_SERII_0_2day,SILA_TOKA_SERII_1_2day,SILA_TOKA_SERII_2_2day,SREDNYAYA_VREMENNAYA_DOBAVKA_0_2day,SREDNYAYA_VREMENNAYA_DOBAVKA_1_2day,SREDNYAYA_VREMENNAYA_DOBAVKA_2_2day,SREDNYAYA_VREMENNAYA_PO_SHYMAM_0_2day,SREDNYAYA_VREMENNAYA_PO_SHYMAM_1_2day,SREDNYAYA_VREMENNAYA_PO_SHYMAM_2_2day,SROK_SLUZBI_0_2day,SROK_SLUZBI_1_2day,SROK_SLUZBI_2_2day,TEMPERATURA_ELECTROLITA_0_2day,TEMPERATURA_ELECTROLITA_1_2day,TEMPERATURA_ELECTROLITA_2_2day,UROVEN_METALLA_0_2day,UROVEN_METALLA_1_2day,UROVEN_METALLA_2_2day,USTAVKA_APG_0_2day,USTAVKA_APG_1_2day,USTAVKA_APG_2_2day,KOL_PODDERNYTIH_ANODOV_2day,AE_2day
158,9021,2019-06-25,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0
159,9153,2019-01-07,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0
160,9031,2019-07-29,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0
161,9148,2019-02-07,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0
162,9157,2019-07-29,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0
163,9168,2019-05-08,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0
164,9120,2019-07-23,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0
165,9004,2019-06-21,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0
166,9006,2019-06-28,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0
167,9166,2019-07-24,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0
168,9001,2019-01-08,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0
169,9043,2019-01-23,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0
170,9098,2018-07-11,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0
171,9083,2019-06-01,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0
172,9011,2018-12-19,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0
173,9014,2018-12-19,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0
174,9021,2018-12-19,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0
176,9109,2018-10-11,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0
177,9084,2019-02-01,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0
178,9016,2019-01-16,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0
179,9144,2018-11-18,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0
180,9108,2018-01-12,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0
